Feb 28, Dani,@TheDecentraland,"یوز رفت و پوفیوزها هنوز هستن
پیروز هم مثل #فاطمه_رضایی مورد حمله‌ی بایو تروریستی قرار گرفت. دستورش از آبان اومد که گفتن دیگه بودجه برای نگه‌داریش نداریم.
#IRGCterrorists",@alikarimi_ak8
Feb 28,Mahdieh,@aslan_b_to_che,"ما هم خیلی ساله که جون دادیم مرده ی متحرکیم تو این مملکت
#مهسا_امینی",@alikarimi_ak8
Feb 28,گاوچران اعظم,@gavcherann,"حتی از پس نگه داشتن یه یوزپلنگ هم برنمیان
#مهسا_امینی
#پیروز",@alikarimi_ak8
Feb 28,پیرمردپرحاشیه,@piremarde1357,"بچه‌ها میدونم هممون خسته ایم، میدونم سینه هاتون پر از درد و بغضه ولی ما کسی جز خودمون رو نداریم 
بیاین همه با هم این بغض ها و خشم‌های تو سینمون رو آزاد کنیم 
بیاین به هم قول بدیم ۲۲،۲۳،۲۴ اسفند همه باهم بیایم بیرون
#مهسا_امینی 
#اعتصابات_سراسری 
#خیابان",@alikarimi_ak8
Feb 28,پیرمردپرحاشیه,@piremarde1357,[empty],@alikarimi_ak8
Feb 28,میم باقرزاده,@hannigan220,پیروز را قطعا عامدانه، و احتمالا به دستور شخص خامنه‌ای کشته‌اند. از نظر رژیم، اسم #پیروز در ترانه شروین یکی از نمادهای زنده بودن جنبش مردم بود و حالا خامنه‌ای که عاشق آهنگ سلام فرمانده است ضربه‌ای اساسی به ترانه رقیب زد و نماد امید مردم را کشت. همین کار را در قم با دختران میکنند.,@alikarimi_ak8
Feb 28,شادی دختری در توییتر,@shadishon288,کاش علیرضا پیروز و دزدیده بود قاچاقی از ایران فرار کرده بود کاااااش ,@alikarimi_ak8
Feb 28,Frank,@FrankFarman,"#پیروز رو از ما گرفتن ولی پیروزی در نهایت از آن ماست
#مهسا_امینی",@alikarimi_ak8
Feb 28,یک لچک‌سوز از فلات ایران,@SFIran2023,"تمام هدفشون القای ناامیدیه
بدبختا نمیدونن ما مغول رو تو گور انداختیم اینا باد بدبویی بیش نیستن
با این کار پرونده‌های خودشون سنگین تر میشه
ما دوباره سبز می‌شویم ؛ از همان‌جایی که زخم خوردیم
#فراخوان_۲۲_۲۳_۲۴_اسفند 
#IRGCterrorists 
#ToomajSalehi",@alikarimi_ak8
Feb 28,ممد‌ نبودی,@M_oh_AMAD_1732,"ج.ا خیلی وقته سقوط کرده، خودش هم این رو فهمیده، فقط با این کار را برای خودش داره وقت می خره ، برای غارت بیشتر ایران و ایرانی. تاج شاهنشاهی رو که چپاول کردن ، از اثار باستانی هم که نگم براتون، این از ""پیروز"" کشتنش که مسمومیت مدارس رو لاپشونی کنن.
خیابون؟ واضح؟
#مهسا_امینی",@alikarimi_ak8
Feb 28,ســیـنـــ,@dontcallmesin,آقای کریمی در مورد دختران مدرسه‌ای هم حرف بزنید لطفاً.,@alikarimi_ak8
Feb 28,ممد‌ نبودی,@M_oh_AMAD_1732,"ج.ا خیلی وقته سقوط کرده، خودش هم این رو فهمیده، فقط با این کار را برای خودش داره وقت می خره ، برای غارت بیشتر ایران و ایرانی. تاج شاهنشاهی رو که چپاول کردن ، از اثار باستانی هم که نگم براتون، این از ""پیروز"" کشتنش که مسمومیت مدارس رو لاپشونی کنن.
خیابون؟ واضح؟
#مهسا_امینی",@alikarimi_ak8
Feb 28,ســیـنـــ,@dontcallmesin,آقای کریمی در مورد دختران مدرسه‌ای هم حرف بزنید لطفاً.,@alikarimi_ak8
Feb 28,من بودم، دیدم..,@Sima_000013,"پیروز رفت. 
اما پیروزی انقراض نشده. 
ما جای پیروز را میگیریم
و برای “برای” ها میجنگیم… 
برای آن  اشک های پیروزی.#مهسا_امینی",@alikarimi_ak8
Feb 28,حشمتیو,@hesh_matthew,"آسیاب به نوبته یه روز نوبت ما میرسه و میگیم بخای آخوند…عرزشی…بسیجی و امثالهم بشی تلف میشی. درود بر علی کریمی سلطان قلب ایرانی ها
#مهسا_امینی
#فاطمه_رضایی",@alikarimi_ak8
Feb 28,AF1234,@AriyanFrj,ما می بریم,@alikarimi_ak8
Feb 28,avash,@IraniAvash,[empty],@alikarimi_ak8
Feb 28,بی خواب,@killurfear,"همون اول اگه ول میکردن تو طبیعت مطمئنم بیشتر دووم میاورد
#پیروز_را_کشتند
#پیروز",@alikarimi_ak8
Feb 28,ALHAM,@alhamhsyny2,"رفتن پیروز 
شاید برای ما یک شکست باشه 
ولی برای پیروزی بر ج ا
خیر  
چون 
حتی تو فرهنگ لغت کلمه پیروزی بعد از کلمه شکست آمده 

#مرگ_بر_جمهوری_اسلامی",@alikarimi_ak8
Feb 28,بختیاری فدایی وطن,@hamidraad91,"ممنون که هستی جادوگر بهتر است بگویم برای پیروز شدن باید تلفات داد #جاوگر_قهرمان_علی_کریمی 
#اتحاد_رمز_پیروزی",@alikarimi_ak8
Feb 28,سوشیانس,@Sushians7,"خبر بد همیشه با یک چرا؟ همراه است جواب تمام این چراها نیز  این جمله است ؛ تا آخوند کفن نشود این وطن وطن نشود...
#مهسا_امینی",@alikarimi_ak8
Feb 28,Mohsen,@Mohsenfaghani3,"اونقدر دین در این دنیا هست که مردم از هم متنفر باشن اما اونقدی دین وجود نداره که مردم همدیگه رو دوس داشته باشن.
#مهسا_امینی 
#پیروز",@alikarimi_ak8
Feb 28,WLFreedom,@W_L_Freedom,راه بازگشتی نیست. یا مردم باید تا آخرش برن و با حضور در خیابان ها این رژیم رو سرنگون کنند، یا رژیم ایران رو تبدیل به کره شمالی می کنه و اردوهای کار اجباری. پس قشر خاکستری فکر نکن که اگه تو خونه بشینی و فکر فقط یک لقمه نان  باشی  جنایتهای این رژیم گریبانگیر خانواده ات نخواهد شد.,@alikarimi_ak8
Feb 28,بی خواب,@killurfear,"همون اول اگه ول میکردن تو طبیعت مطمئنم بیشتر دووم میاورد
#پیروز_را_کشتند
#پیروز",@alikarimi_ak8
Feb 28,ALHAM,@alhamhsyny2,"رفتن پیروز 
شاید برای ما یک شکست باشه 
ولی برای پیروزی بر ج ا
خیر  
چون 
حتی تو فرهنگ لغت کلمه پیروزی بعد از کلمه شکست آمده 

#مرگ_بر_جمهوری_اسلامی",@alikarimi_ak8
Feb 28,بختیاری فدایی وطن,@hamidraad91,"ممنون که هستی جادوگر بهتر است بگویم برای پیروز شدن باید تلفات داد #جاوگر_قهرمان_علی_کریمی 
#اتحاد_رمز_پیروزی",@alikarimi_ak8
Feb 28,سوشیانس,@Sushians7,"خبر بد همیشه با یک چرا؟ همراه است جواب تمام این چراها نیز  این جمله است ؛ تا آخوند کفن نشود این وطن وطن نشود...
#مهسا_امینی",@alikarimi_ak8
Feb 28,Mohsen,@Mohsenfaghani3,"اونقدر دین در این دنیا هست که مردم از هم متنفر باشن اما اونقدی دین وجود نداره که مردم همدیگه رو دوس داشته باشن.
#مهسا_امینی 
#پیروز",@alikarimi_ak8
Feb 28,WLFreedom,@W_L_Freedom,راه بازگشتی نیست. یا مردم باید تا آخرش برن و با حضور در خیابان ها این رژیم رو سرنگون کنند، یا رژیم ایران رو تبدیل به کره شمالی می کنه و اردوهای کار اجباری. پس قشر خاکستری فکر نکن که اگه تو خونه بشینی و فکر فقط یک لقمه نان  باشی  جنایتهای این رژیم گریبانگیر خانواده ات نخواهد شد.,@alikarimi_ak8
Feb 19,اتحاد ایرانیان آلمان,@farid8she,"اطلاعات مفید ترانسپورت برای مسافران تظاهرات ۲۰ فوریه بروکسل
#BRUSSELS20FEB 
#irgcterrorists 
@IDEUropean
اطلاعات برای عزیزان و هموطنانی که برای تظاهرات به بروکسل می روند:
پیشاپیش: دستتان را می بوسیم، و خاک پای شما هستیم.

https://instagram.com/p/CoxXOajtfJt/?igshid=MDJmNzVkMjY=…",@alikarimi_ak8
Feb 19,اتحاد ایرانیان آلمان,@farid8she,[empty],@alikarimi_ak8
Feb 19,Navidbiglarimusic,@Navidbiglari,تنها راه نجات ایران، اتحاد.,@alikarimi_ak8
Feb 19,Javad Zeraat-Pisheh :سرباز ولایت,@J_ZeraatPisheh,هیچ وقت قمارباز خوبی نمیشی … رو اسب چلاق شرط بستی … خودتم میدونی که شدی وسیله…  ما سوریه و عراق و منطقه رو از تو دهن داعش تا دندان مسلح و تحت حمایت تسلیحاتی ،مالی، لوجستیکی، در آوردیم ارباباتون رو به زانو در آوردیم ، اون وقت تو با اون فک درازت میخواستی ایران را ….,@alikarimi_ak8
Feb 19,MOJI,@Zeyabary,"تو‌ تلویزیون ایران مثل بلبل حرف میزدی ، کاندید شدی برای ریاست فدراسیون . هر جا میرفتی میکروفن رو ول نمیکردی . الان چرا لال شدی !!!!
انتظار نداری که باور کنیم ",@alikarimi_ak8
Feb 19,A’ir,@AmirShahi55,برد ما در حفظ آرزو و آرمانمونه تا #آزادی  #علی_کریمی مثل خیلی های دیگه بهای این آرزو رو داده و سمت درست واستاد #زن_زندکی_آزادی,@alikarimi_ak8
Feb 19,Ramin Kouhi,@RaminKouhi,#IRGCterrorist یادتان نرود قوربان,@alikarimi_ak8
Feb 21,ماه ایزدیار,@Mahizadyaar,اکانت اینستاگرامت چرا دست اصلاح طلبانه؟! چرا برای مردم ایران توییت نمیزنی و برای یک سری مجاهد و سبزی ۳.۵ درصدی سینه میزنی؟!,@alikarimi_ak8
Feb 26,excawn,@ehsankazemii,علی آقا کریمی,@alikarimi_ak8
Feb 19,MOJI,@Zeyabary,"تو‌ تلویزیون ایران مثل بلبل حرف میزدی ، کاندید شدی برای ریاست فدراسیون . هر جا میرفتی میکروفن رو ول نمیکردی . الان چرا لال شدی !!!!
انتظار نداری که باور کنیم ",@alikarimi_ak8
Feb 19,A’ir,@AmirShahi55,برد ما در حفظ آرزو و آرمانمونه تا #آزادی  #علی_کریمی مثل خیلی های دیگه بهای این آرزو رو داده و سمت درست واستاد #زن_زندکی_آزادی,@alikarimi_ak8
Feb 19,Ramin Kouhi,@RaminKouhi,#IRGCterrorist یادتان نرود قوربان,@alikarimi_ak8
Feb 21,ماه ایزدیار,@Mahizadyaar,اکانت اینستاگرامت چرا دست اصلاح طلبانه؟! چرا برای مردم ایران توییت نمیزنی و برای یک سری مجاهد و سبزی ۳.۵ درصدی سینه میزنی؟!,@alikarimi_ak8
Feb 26,excawn,@ehsankazemii,علی آقا کریمی,@alikarimi_ak8
[empty],[empty],[empty],[empty],[empty]
[empty],[empty],[empty],[empty],[empty]
[empty],[empty],[empty],[empty],[empty]
Feb 21,ماه ایزدیار,@Mahizadyaar,اکانت اینستاگرامت چرا دست اصلاح طلبانه؟! چرا برای مردم ایران توییت نمیزنی و برای یک سری مجاهد و سبزی ۳.۵ درصدی سینه میزنی؟!,@alikarimi_ak8
Feb 26,excawn,@ehsankazemii,علی آقا کریمی,@alikarimi_ak8
Feb 19,𖠌 نــــدا •,@neda_620,,@alikarimi_ak8
Feb 19,جوانه ام,@i_am_javaneh,زیباترین و روشن ترین امید ما است این اسم . ایرانم . #مهسا_امینی,@alikarimi_ak8
Feb 19,FP,@Mashrouteh13,حالتون خوبه؟ نگران شدیم,@alikarimi_ak8
Feb 19,مینو,@Minou_Banou,چشم ما روشن علی آقا,@alikarimi_ak8
Feb 19,jozef,@jozef522007,زنده باد آزادگی.,@alikarimi_ak8
Feb 19,ali,@aliakbry48,قاآنی خنثی شد,@alikarimi_ak8
Feb 19,E F N,@znzendgi_azadi,"حجاب برود جمهوری‌ِاسلامی هم می‌رود، دختران عزیز ایرانم بیش از پیش بر عادی سازیِ بی‌حجابی در سطحِ شهر پافشاری کنید.
#مهسا_امینی 
#WalkoutIRI
#IRGCterrorists 
 #MEKterrorists
#مهسا_امینی 
نیکا شاکرمی 
حدیث نجفی",@alikarimi_ak8
Feb 19,عصکارلط,@siasefid9,به زودی میای ایران,@alikarimi_ak8
Feb 19,سلطان روباه,@h0n0r99,علی کریمی باشرف.,@alikarimi_ak8
Feb 19,ashkan hooshiar,@HooshiarAshkan,"دلایل سقوط ج.ا
#مهسا_امینی",@alikarimi_ak8
Feb 19,Rouhi,@rouhi,#ایرانم,@alikarimi_ak8
Feb 19,بچه جنوب شهر تهرونم,@SKYMY1960,ایران زمین....,@alikarimi_ak8
Feb 19,kave,@kave5446955,"اتحاد رمز پیروزی در برابر داعش مستقر

#مهسا_امینی",@alikarimi_ak8
Feb 19,امین,@amir1360amin,"#ایرانم
#اتحاد",@alikarimi_ak8
Feb 19,IRMUSTGO,@IRMUSTGO1400,علی جان بالاخره ایران را پس خواهیم گرفت. زنده باشی بزرگ مرد,@alikarimi_ak8
Feb 19,✐✎✐✎ ا҉ی҉ر҉ج҉م҉ ҉م҉ی҉ر҉ز҉ا҉ ✎✐✎✐,@_mostaQel_,درود بر شرافتت علی جان ,@alikarimi_ak8
Feb 19,AliX,@Ali_____X,تنت سلامت علی جان جادوگر.,@alikarimi_ak8
Feb 19,TAJ,@Tajabi4,"برای همبستگی.
#MahsaAmini 
#IRGCterrorists",@alikarimi_ak8
Feb 19,سردار ایران,@SrdarAyran,"سلام
آقای کریمی 
من راز جلیقه زد گلوله را فهمیدم که وزنش به اندازه کافشی میشه ولی میترسم اگر به اینها بگم هیچی آیدم نشه 
میخوام به وطنم خدمت کنم 
ولی نه به اینها",@alikarimi_ak8
Feb 19,LiLi roze,@LiLiroze8,اتحاد با کی ؟! تجزیه طلب و چند فاحشه ؟!اگه شما پشت شاه قانونی  ایران بودید الان رژیم عوض شده بود این همه خون هم نریخته بود همه اینها گردن شماست حالا هشتک هات را با عن شیفته بنیادی قمکلا ست کن,@alikarimi_ak8
Feb 19,𝕀ℝ𝔸ℕFreedom,@IranRealFreedom,"ت پارسی دانشگاه استونی سخنرانی جور کردن واسش که می‌خواد بگه:
- «چرا اعتراضات خیابانی خوابیده»
- «چرا اعتراضات موفق نبوده»
- «سرنوشتش چی میشه»
- «چه پیش زمینه‌ها نیازِ» 
میخواهد بره اونجا بگه تحریم ها را بردارید و تریلون‌ها دلار پول به ج‌ا بدهید
#IranRevoIution 
#IRGCterrorists twitter.com/ShekariClub/st…",@alikarimi_ak8
Feb 19,آم أدم,@X65St,ان شاءالله الفرج قريب,@alikarimi_ak8
Feb 19,حسنک وزیر 1,@hasanakevazir1,"ایمان دارم که سال آینده پاپان رژیم جمهوری اسلامی است
مردم خط راهشان را جدا کرده اند 
دنیا نیز حکومتی اینچنین یاغی را  نمی خواهد
فقر فساد  نا کارآمدی  بالا رفتن دلار فشار اقتصادی  دهه ۷۰و۸۰ تی ها  ایجاد اپوزوسیون آلترناتیو  
اینا همش نشانه است",@alikarimi_ak8
Feb 19,farab,@farab_,"با شرف مردمی و وطن دوست مثه علی کریمی و علی دایی
#اتحاد_رمز_پیروزی",@alikarimi_ak8
Feb 8,SEYED HOSSEINI,@Seyed47,اول انگلیسی نوشتی «نوشتن برات» بعد فارسی؟ قراره کجا انقلاب کنید که زبان اولش انگلیسیه؟,@alikarimi_ak8
Feb 8,Pantea Peyvandi,@PanteaPeyvandi,عشقی علی آقا,@alikarimi_ak8
Feb 8,Arashk,@Arashk62098179,"سالها منتظر اين روز بوديم 
دروددددددددد",@alikarimi_ak8
Feb 8,𝐇𝐨𝐦𝐚𝐲𝐨𝐮𝐧 𝐍𝐚𝐝𝐞𝐫𝐢𝐟𝐚𝐫,@naderifar,"علی آقای عزیز ؛ مراقب شهریارمان باش …
#ایران_متحد
#نجات_ایران",@alikarimi_ak8
Feb 8,Blanca|بلانکا,@blancaxash,"در این فهرست از دید من تنها دو نفرند که از تیم مردم ایرانند .. براتون آرزوی پیروزی و سربلندی دارم. 
🩶🩶
#پاینده_ایران #ایران_متحد
#قدرت_مردم_متحد #انقلاب_ملی_ایران",@alikarimi_ak8
Feb 8,aminsamiepour,@aminsamiepour,ناموسا!!؟فکر کنم اولین باره پاشو میزاره دانشگاه,@alikarimi_ak8
Feb 8,HN,@HN2733,"WLF@: امروز، غرب #تهران

میبینید که مردم اومدن بنزین بزنن

کمپین «شنبه-چهارشنبه های بنزینی/گازوئیلی» را جدی بگیرید، بزودی شاهد صدای بوق ممتد و ترافیک سنگین خواهیم بود

از قطار انقلاب جا نمانید

قدرت دست ماست و غوغا به پا میکنیم

@F_karamizand @naderifar @shahram_sab #MahsaAmini",@alikarimi_ak8
Feb 8,zigzal,@zigzal2,دسته سومی هم هست. از اجنبی پول میگیرند تا قایق درست شده شما را سوراخ کنند.,@KPartowei
Feb 8,Koorosh,@Koorosh_tehrani,اتحاد وهمبستگی شما،نجات ایران وایرانی ها است,@alikarimi_ak8
Feb 8,zigzal,@zigzal2,دسته سومی هم هست. از اجنبی پول میگیرند تا قایق درست شده شما را سوراخ کنند.,@KPartowei
Feb 8,Koorosh,@Koorosh_tehrani,اتحاد وهمبستگی شما،نجات ایران وایرانی ها است,@alikarimi_ak8
Feb 7,Farinaz_Persian,@FAlimardany,با نایاک و سپاه میخوای بری بشینی در مورد آینده ایران صحبت کنید؟,@alikarimi_ak8
Feb 8,Dr. Amir farsi,@Amirfarsi11,فریناز عزیز احتمال زیاد ، خود امیر خان هم توی این نشست هست ,@FAlimardany
Feb 7,HN,@HN2733,"WLF@: بایکوت بازارهای شب عید

با اعمال تحریم بی خطر بر بازارهای سالِ نو در سراسر #ایران، ج.ا را فلج می کنیم

نمی خریم

* نوروز باستانی را انقلابی جشن می گیریم
** رژیم فاسدِ جنایتکار را سرنگون می کنیم
*** بهار آزادی در راه است

@F_karamizand #MahsaAmini #IranRevoIution",@alikarimi_ak8
Feb 7,HN,@HN2733,"WLF @: برای ایران آزاد

ولنتاین را بایکوت می کنیم و به همراه عشقمان در خیابانها سرود آزادی را می سراییم

کادوی امسال خریدنِ آینده 

زمانش رسیده، از شما شروع می شود


انتشار حداکثری خصوصا در اینستاگرام
@F_karamizand #MahsaAmini #IranRevolution @Action4IR",@alikarimi_ak8
Feb 7,HN,@HN2733,"WLF@: تحریم و بایکوت

فقط خرید نقدی، خرید اقلام ضروری، مختل نمودن گردش پول، نپرداختن مالیات بر ارزش افزوده، تمرین اتحاد، ضربه زدن به ج.ا

تسخیر و تخریب پایگاه های بسیج و اماکن دولتی فراموش نشه

انتشار حداکثری خصوصا در اینستاگرام

@F_karamizand #MahsaAmini #IranRevoIution",@alikarimi_ak8
Feb 7,HN,@HN2733,"WLF @:غوغای انقلاب

 #خشم حق طبیعی ماست 

هیچ خط قرمزی برای ضربه زدن به ج.ا وجود ندارد

@soyabarrane @F_karamizand #MahsaAmini #IranRevolution  twitter.com/HN2733/status/…",@alikarimi_ak8
Feb 7,HN,@HN2733,"WLF@: تحریم و بایکوت

فقط خرید نقدی، خرید اقلام ضروری، مختل نمودن گردش پول، نپرداختن مالیات بر ارزش افزوده، تمرین اتحاد، ضربه زدن به ج.ا

تسخیر و تخریب پایگاه های بسیج و اماکن دولتی فراموش نشه

انتشار حداکثری خصوصا در اینستاگرام

@F_karamizand #MahsaAmini #IranRevoIution",@alikarimi_ak8
Feb 7,HN,@HN2733,"WLF @:غوغای انقلاب

 #خشم حق طبیعی ماست 

هیچ خط قرمزی برای ضربه زدن به ج.ا وجود ندارد

@soyabarrane @F_karamizand #MahsaAmini #IranRevolution  twitter.com/HN2733/status/…",@alikarimi_ak8
Feb 7,HN,@HN2733,"WLF @: کمرشکن، اینم تاییدیش

ضربه اساسی را به ج.ا وارد کنید، دیدار در صف های طولانی جایگاه های سوخت سراسر #ایران، شنبه و چهارشنبه هر هفته غوغاست

درود به شرف و درک شما
@shahram_sab 

آقای کرمی زند دست شما رو هم میبوسه این کمپین 
@F_karamizand 

#MahsaAmini #IranRevolution  twitter.com/shahram_sab/st…",@alikarimi_ak8
Feb 7,Archibalad,@Archibalad,من همشونو دوست دارم #مهسا_امینی,@alikarimi_ak8
Feb 7,مارطین,@maarr_tiin,این مادرجنده کوردیا چرا اخه؟ یه شتر میذاشتید جاشون کدوم انتخابات مردم کردستان این گاگولا رو انتخاب کرده که الان دارید گندشون میکنید؟,@alikarimi_ak8
Feb 7,شهاب پارسا,@shahab_twt,علی آقا شما اونجا حرف هم میزنید یا قراره پانتومیم باشه؟,@alikarimi_ak8
Feb 7,HN,@HN2733,"WLF @: کمرشکن، اینم تاییدیش

ضربه اساسی را به ج.ا وارد کنید، دیدار در صف های طولانی جایگاه های سوخت سراسر #ایران، شنبه و چهارشنبه هر هفته غوغاست

درود به شرف و درک شما
@shahram_sab 

آقای کرمی زند دست شما رو هم میبوسه این کمپین 
@F_karamizand 

#MahsaAmini #IranRevolution  twitter.com/shahram_sab/st…",@alikarimi_ak8
Feb 7,Archibalad,@Archibalad,من همشونو دوست دارم #مهسا_امینی,@alikarimi_ak8
Feb 7,مارطین,@maarr_tiin,این مادرجنده کوردیا چرا اخه؟ یه شتر میذاشتید جاشون کدوم انتخابات مردم کردستان این گاگولا رو انتخاب کرده که الان دارید گندشون میکنید؟,@alikarimi_ak8
Feb 7,شهاب پارسا,@shahab_twt,علی آقا شما اونجا حرف هم میزنید یا قراره پانتومیم باشه؟,@alikarimi_ak8
Feb 7,khatereh,@khatere67876572,"غیر از شاهزاده و آقای کریمی در این ترکیب بقیه چنگی به دل نمیزنن مخصوصا گلشیفته؟!!!!! و مهتدی تجزیه طلب!!!!!!! و بقیه هم که همینطور...... ولی گویا فعلا چاره ای نیست. تا پیروزی و رفراندوم.
#جاویدشاه 
#مرگ_بر_سه_فاسد_ملا_چپی_مجاهد 
#IranRevoIution",@alikarimi_ak8
Feb 7, علیار,@Alihalterism,"یه تنه داری جور اپوزوسیون رو میکشی دقیقا مثه زمان بازیت که یه تنه یه تیم رو جلو میبردی با دریبلات با سر توپات و جادوهات
آقام علی کریمی",@alikarimi_ak8
Feb 7,Sareh,@PersianStarling,علی جون شما هرچی شاهزاده گفت فقط میگی چشم,@alikarimi_ak8
Feb 7,تایملاین فارسی-iran timeline,@orofofifjfjffk1,"ما با کمک هم تایملاین رو در دست میگیریم فقط کافیه که:
به سایبری ها توجه نکنیم
به کانال های عرزشی توجه نکنیم(حتی فحش هم ندید!)
عادی ساز هارو بلاک کنیم و...
ما تایملاین فارسی هستیم به ما اعتماد کنید
#مهسا_امینی",@alikarimi_ak8
Feb 7,MTH,@Mojgan18720136,الان سابقه فعالیت سیاسی گلشیفته فراهانی چی هست دقیقا؟؟ واقعا قحطی آدم دارید؟؟ مهتدی آخه؟؟؟؟,@alikarimi_ak8
Feb 7,Hamed,@hmdd02,لطفا فراخوان ۲۷ بهمن را در اینستاگرام نشر دهید,@alikarimi_ak8
Feb 7,کارآگاه‌توئیتر,@CYBER_IRGC,دانشگاه جای آدم حسابی هاس تو نهایتا بری استندآپ کمدی کنی دانشجوها بخندن,@alikarimi_ak8
Feb 7,ساجده گنجعلیخانی,@SGanjalikhani,"اوه دیدنیه خواهشا لایو هم بزارید 
دیدن داره همه دلقک ها باهم یه جا 

اخرشم با دعوا تموم میشه ",@alikarimi_ak8
Feb 2,ما پیروزیم,@drvahdani,"قرمزته و دیگر هیچ.
 جمهوری اسلامی‌باید برود که میرود و ما وطنمون رو از نو میسازیم،
ما پیروزیم
#مهسا_امینی 
#زن_زندگی_آزادی",@alikarimi_ak8
Feb 2,𝕭𝖎𝖏𝖆𝖓,@unrulified,"به عنوان یک‌ تاجی که در اون شب توفانی‌ت تو تیم فوتسال فتح اشک‌م را در‌آوردی، از همان شب در یاد دار‌م‌ت.

دم‌ت گرم، پسر!!! 
دم‌ت گرم!!!",@alikarimi_ak8
Feb 2,Reza Khazaei,@Rezakh1111,"#یحیی_گلمحمدی  
من یه موقعی جوش استقلال رو‌ میخوردم تا وقتی که خیزش انقلابی شروع شد و دیگه فوتبال نگاه نکردم از اون روز،و‌ دیدم دیگه قرمز و آبی نداره و همش به انسانیته! یحیی، 
@alikarimi_ak8
 و علی دایی افراد مورد علاقه من شدن از تیم رقیب که کنار مردم وایسادن.#مرگ_بر_خامنه‌ای",@alikarimi_ak8
Feb 2,Ashkan,@Ashkan_Pianist,,@alikarimi_ak8
Feb 2,Nami,@Nami_N_Nami,اون یه سالش چی شد؟,@alikarimi_ak8
