Feb 28,Tapiwanashe Kandoje/ Jesus Christ,@TapiwanasheKan,"Don’t forget Elon, Ninja are a essential part of space exploration. Make sure to collect as many ninja skills a possible",@elonmusk
Feb 28,TESRAテノール,@watawatadayone,"いっぱいありがとうございます！
ミスを減らして技を磨く…道は険しいですが、頑張ります先ほどもミスツイートをすいません
遅刻だぁ",@elonmusk
Feb 28,Jim Lane,@JimLaneRational,"Veering off into tiresome preaching Mr. Musk.  Kind of hard not to at times though.  You want to state ""what's right"".  See?  I was just doing it too.  First, I judged you then starting ""explaining"" then I'd end with my pronouncement of ""what you should do"" making me just as bad.",@elonmusk
Feb 28,GiNa R Toren,@nobody13219791,Swing at something till you don’t feel retarded then dance till u don’t cut yourself. Develop your own style. Snake eye tactical has decent cheap working blades. They need an edge but great for starters,@elonmusk
Feb 28,Diana nersesian,@dilee61_diana,Gotta admit swords are cool,@elonmusk
Feb 28,safeemooooon,@Aligh21747627,Me,@elonmusk
Feb 28,Tapiwanashe Kandoje/ Jesus Christ,@TapiwanasheKan,"Don’t forget Elon, Ninja are a essential part of space exploration. Make sure to collect as many ninja skills a possible",@elonmusk
Feb 28,Amal biju3,@amal_biju3,#OPTIMUS go to moon,@elonmusk
Feb 28,Marie,@DeokumarieBalw2,,@elonmusk
Feb 28,TESRAテノール,@watawatadayone,"いっぱいありがとうございます！
ミスを減らして技を磨く…道は険しいですが、頑張ります先ほどもミスツイートをすいません
遅刻だぁ",@elonmusk
Feb 28,Jim Lane,@JimLaneRational,"Veering off into tiresome preaching Mr. Musk.  Kind of hard not to at times though.  You want to state ""what's right"".  See?  I was just doing it too.  First, I judged you then starting ""explaining"" then I'd end with my pronouncement of ""what you should do"" making me just as bad.",@elonmusk
Feb 28,GiNa R Toren,@nobody13219791,Swing at something till you don’t feel retarded then dance till u don’t cut yourself. Develop your own style. Snake eye tactical has decent cheap working blades. They need an edge but great for starters,@elonmusk
Feb 28,Diana nersesian,@dilee61_diana,Gotta admit swords are cool,@elonmusk
Feb 28,safeemooooon,@Aligh21747627,Me,@elonmusk
Feb 28,Tapiwanashe Kandoje Jesus Christ,@TapiwanasheKan,"Don’t forget Elon, Ninja are a essential part of space exploration. Make sure to collect as many ninja skills a possible",@elonmusk
Feb 28,Amal biju3,@amal_biju3,#OPTIMUS go to moon,@elonmusk
Feb 27,Chicago,@chicago_glenn,"For you, Elon",@elonmusk
Feb 27,Dorothy Dent,@organicdot,Go Team Accurate!! ,@elonmusk
Feb 27,RocketDad,@RocketDad1977,swords rock.,@elonmusk
Feb 27,Big Doge,@Big_Dogee,How our Floki ceo doing? #flokiceo,@elonmusk
Feb 27,FYI...TimeIsUp...RatBastardsGoingDown...,@FNowisthetime,,@elonmusk
Feb 27,Rick__Sanchez__,@RealLifeRickS,Didn't you try cutting a printer paper with your katana once and the blade ended up messing up the cut?,@elonmusk
Feb 28,- UNDEFINABLE TRUTH -,@Misty_Serenade,Love your heart E. You're amazing. ,@elonmusk
Feb 28,Grebille Diane,@muskCheshire,"From bull shit to horse shit. Way to go whiny!
#shitisshit #smashhits #grateXpectations",@elonmusk
Mar 2,Aîdeи Alexaиder ,@XanderA769,Best president ever ,@BarackObama
Mar 2,Asad Khan اسد خان,@imasad_khan,"Finally my twitter handle also got verified.

Thank you!! @verified for the verification badge. With blue tick comes greater responsibility.",@BarackObama
Mar 2,Karen Cunningham,@CakeCunningham,,@BarackObama
Mar 2,青山貴弘,@LdW9y,意味が···?,@BarackObama
Mar 2,青山貴弘,@LdW9y,"元気で何よりです
先程は、失礼しました
二人共、元気で何よりでず
今後お二人頑張って下さい",@BarackObama
Mar 2,青山貴弘,@LdW9y,意味が···?,@BarackObama
Mar 2,青山貴弘,@LdW9y,"元気で何よりです
先程は、失礼しました
二人共、元気で何よりでず
今後お二人頑張って下さい",@BarackObama
Mar 2,Gizmo,@gizmothegrrreat,[empty],@BarackObama
Mar 2,D. Earl Stephens,@EarlOfEnough,"""Just be yourself, and you'll be fine.""
Better advice has never been given.
Thanks, Edith!",@BarackObama
Mar 2,ThePlotSickens,@NE0Ndemon,This you?,@BarackObama
23h,Karen Cunningham,@CakeCunningham,"@BarackObama
 This post made someone react in an office earlier…she caught on to my middle name…",@BarackObama
22h,Justice Is Coming,@PDTweetsTruth,[empty],@BarackObama
20h,veronica o'brien,@blackwidow07,"Thank you Edith! We will carry on being “fired up and ready to go”. I’m fired up and ready to make sure 
@POTUS
 and 
@VP
 are successful. Good bless you!",@BarackObama
15h,Chef_Renee1776,@NiloRenee,You are a disgrace.,@BarackObama
11h,chriscampbell.eth,@chriscampbelle1,Great story,@BarackObama
7h,خديجة مسوقة,@Ns_sto,Obama,@BarackObama
Mar 2,𝙅𝙚𝙖𝙣𝙣𝙚,@JustJeanne444,The SWAG oh how I miss your swag Mr. President.,@BarackObama
Mar 2,PRINTING 24 HOURS,@Printing24Hours,You have a Twin brother from Tanzania,@BarackObama
22h,Justice Is Coming,@PDTweetsTruth,[empty],@BarackObama
20h,veronica o'brien,@blackwidow07,"Thank you Edith! We will carry on being “fired up and ready to go”. I’m fired up and ready to make sure 
@POTUS
 and 
@VP
 are successful. Good bless you!",@BarackObama
15h,Chef_Renee1776,@NiloRenee,You are a disgrace.,@BarackObama
11h,chriscampbell.eth,@chriscampbelle1,Great story,@BarackObama
7h,خديجة مسوقة,@Ns_sto,Obama,@BarackObama
Mar 2,𝙅𝙚𝙖𝙣𝙣𝙚,@JustJeanne444,The SWAG oh how I miss your swag Mr. President.,@BarackObama
Mar 2,PRINTING 24 HOURS,@Printing24Hours,You have a Twin brother from Tanzania,@BarackObama
Mar 2,"matt ✦ 1 slot left, dm for spot in tag list",@mattsteryart,Obama!!!!!!!,@BarackObama
Mar 2,Adam,@AdamIsOkay0,wsg Barack,@BarackObama
Mar 2,Anthony,@imagination4evr,Can I get a glass of water? #Obama #Flint #WarPig,@BarackObama
Mar 2,Solar Acres Farm,@SolarAcresFarm,Love it,@BarackObama
Mar 2,Salo Jr,@SaloJr88,The power of people!!,@BarackObama
Mar 2,MAGLOUS KADUYU,@maglous_kaduyu,Amazing barack,@BarackObama
Mar 2,7 Continents Mom,@AnnaBananaCA223,I love this ,@BarackObama
Mar 2,Roses,@xiaoyingying20,"So, can you afford to run now?",@BarackObama
Mar 2,Castle Oathkeeper,@CastleOathkeep1,"Just take a look, it’s in a book, a reading rainbooooooow (I’m sorry I just read take a look and now the songs stuck in my head)",@BarackObama
Mar 2,menemon,@mr_obaga,I love this guy.,@BarackObama
Mar 2,Strongfireᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠᅠ܁ᅠ,@benyahiayanis10,you can only be one obama,@BarackObama
Mar 2,smurff,@anaastas1aa,obama,@BarackObama
Mar 2,Dr. Willie Eetmioutt,@WillYeEetmioutt,Do you still endorse that clown in the office ?,@BarackObama
Mar 2,Jonas Memruti,@JonasAbel4,Iconic President.,@BarackObama
Mar 2,Ezra Connell,@Ezra7Connell,[empty],@BarackObama
Mar 2,ዘ አቢሲኒያ,@YimerHassen6,"Happy Adewa Victory Mr. President! 
እንኳን ለአድዋ ድል በዓል በሰላም አደርሰዎት ክቡር ፕርዚዳንት ኦባማ From Ethiopia ",@BarackObama
Mar 2,Tabrez,@Tabrez61421350,very grateful Sir,@BarackObama
Mar 2,Gilberto Fonseca,@gfdarj,The best president ever in The world  ,@BarackObama
Mar 2,Carl GND,@CarlGND1,[empty],@BarackObama
Mar 2,Nathaniel Joseph Aune,@NathanielAune,[empty],@BarackObama
Mar 2,Vera Sideraki,@sidetraq,It was a golden moment for America. I thought the country could only go up from Obama but was cruelly disappointed..,@BarackObama
Mar 2,Peter Koima™,@LilKoima,"My favourite chapter in your book, A promised Land.",@BarackObama
Mar 2,Del Smith,@delsmithmusic,Man you owe her millions,@BarackObama
Mar 2,Candace Byrd,@ByrdCandace,“One voice can change a room.” All it takes is one voice.,@BarackObama
Mar 2,New England Blacks in Philanthropy,@GivingBlackNE,Amazing!,@BarackObama
Mar 2,محمد حسن التجاني (ابو نوف),@Abunouf_Dan," i will meet you one day mr president
@BarackObama",@BarackObama
Mar 2,Dadsplainer v2.0,@ScottWGast,"I love you, man. ",@BarackObama
Mar 2,K.,@KONRADKASPAREK,Protect sweet Edith forever ,@BarackObama
Mar 2,Efunyemi Emmanuel,@Super_King_Emmi,Very powerful voice,@BarackObama
Mar 2,Timothy Jojo Ankor,@Kasoa_Wakye,Good memory then my president.,@BarackObama
Mar 2,Laura Bilazarian,@LauraBilazarian,Loved this story from your book and this segment,@BarackObama
Mar 2,ariana corinthiana,@SCCPAriana,compra o Corinthians pff,@BarackObama
Mar 2,NBA Slime,@TerryFranconia,How come you don’t respect me enough to follow me?,@BarackObama
Mar 2,Al-Naveed Ahmad,@alnaveedahmad,Jolly man... The world misses you...,@BarackObama
Mar 2,Son of the red soil 712 (SAB),@The_Imokhuede,"Mr president, your handwork in Nigerian election in 2015 is what we are still suffering for till date.",@BarackObama
Mar 2,VelvetVictorian,@Velvet4Obama,"I am still fired up and ready to go! Honestly, I thought I would work with OFA to get you elected that's it. I had no intention on meddling with politics this long. Barack you inspired a lot of folks.",@BarackObama
Mar 2,"who?, what?",@pannlewis44,,@BarackObama
Mar 2,Rob Barwise,@rlb74,"You came out in support of 
@JustinTrudeau
 in 2019 & 2021 elections. Given the recent revelations of CCP interference in Canada’s election process & Justin’s inaction on the matter, do you still feel the same way?",@BarackObama
[empty],[empty],[empty],[empty],[empty]
[empty],[empty],[empty],[empty],[empty]
[empty],[empty],[empty],[empty],[empty]
[empty],[empty],[empty],[empty],[empty]
[empty],[empty],[empty],[empty],[empty]
[empty],[empty],[empty],[empty],[empty]
[empty],[empty],[empty],[empty],[empty]
[empty],[empty],[empty],[empty],[empty]
Mar 2,"who?, what?",@pannlewis44,,@BarackObama
Mar 2,Rob Barwise,@rlb74,"You came out in support of 
@JustinTrudeau
 in 2019 & 2021 elections. Given the recent revelations of CCP interference in Canada’s election process & Justin’s inaction on the matter, do you still feel the same way?",@BarackObama
Mar 2,Dina,@amygold85,The dance of the evil man!,@BarackObama
Mar 2,Lila,@LbudisaLila,Effervescent ,@BarackObama
Mar 2,Seeker1220,@Amelia12203868,Chiraqs finest steppa,@BarackObama
Mar 2,Pinar Akin,@PnrKnl,,@BarackObama
Mar 2,Dark Fox,@TuffOldSod,"Love you, Barack.. I had such joy and hope when you became president..",@BarackObama
Mar 2,Peterphilip,@Crippdaddy,Can you post this video to YouTube? I’m trying to share it out so inspirational!,@BarackObama
Mar 2,julie larsen,@juliela98117898,We miss you.,@BarackObama
Mar 2,ｐｒｏｄｕｃｅｒＰ,@ProducerP2020,,@BarackObama
Mar 2,"Jaro Roth(jewish space lasers,earth)",@jaro_roth,Thank you for sharing Mr.President.,@BarackObama
Mar 2,‡Cre8Fire‡,@cre8fire,"Mr. President, I miss you. I'm still fired up and ready to go to build on what you built, but I truly miss the sense of optimism and hope we all had together in 2008.",@BarackObama
Mar 2,judy howe,@tinkks58,"What a SPECIAL woman to remember!
#FiredUp #ReadyToGo
#WomensHistoryMonth",@BarackObama
Mar 2,Ultra MAGA SpartanDawg 1776,@scottfromsaline,You're the anti-Christ,@BarackObama
Mar 2,Jenny,@Jefiner68,"Thank you for your years of service, Edith. Thank you for getting people ""fired up and ready to go,"" Congratulations on your retirement.",@BarackObama
Mar 2,trishinpa,@trishinpa2,Love Edith,@BarackObama
Mar 2,Meka and Me,@Toucan_do_it,Just another example of how you are the best president of my lifetime (1952-still going strong),@BarackObama
Mar 2,Kathy,@Kathy36512672,Love Edith,@BarackObama
Mar 2,joanne farrelly,@joannefarrelly2,I miss you sooooooo much,@BarackObama
Mar 2,asnowman,@asnowman2,You are the Man!!!,@BarackObama
Mar 2,Rosa Rodriguez,@rosatati6,My forever President ,@BarackObama
Mar 2,N.k.jat,@aimsjat2,जय श्री राम  Jai Shri ram ,@BarackObama
Mar 2,Henry Guo,@HenryGuo8,"I’ve spent about 100,000 hours studying English humor and Western culture. My native language is Chinese. I’m teaching Chinese language in jokes and pictures. It makes learning Chinese funny and much easier. Laughter can help us reduce tensions.",@BarackObama
Mar 2,vkvndè,@vvkvnde,fired up!,@BarackObama
Mar 2,Wabi Ojukwu,@Wabi_Ojukwu,Why are you looking so old Barack ,@BarackObama
Mar 2,MarkRodgers,@MarkRod71060654,You literally married a dude….,@BarackObama
Mar 2,Tukundane Brian,@Tukundane_,"Thank you so President 
@BarackObama",@BarackObama
Mar 2,vkvndè,@vvkvnde,fired up!,@BarackObama
Mar 2,Wabi Ojukwu,@Wabi_Ojukwu,Why are you looking so old Barack ,@BarackObama
Mar 2,MarkRodgers,@MarkRod71060654,You literally married a dude….,@BarackObama
Mar 2,Tukundane Brian,@Tukundane_,"Thank you so President 
@BarackObama",@BarackObama
Mar 2,Chris Holme,@chrisholme1983,Love this part of your book. Question though. When are we getting that second part? #PromisedLand,@BarackObama
Mar 2,CarlosFMorais,@CarlosFMorais2,This man is a genius.,@BarackObama
Mar 2,VeraG,@Strugachik,I love how humble you are and you always remember to be thankful to others. She’s a gem. I’m glad she made an impact on you and your campaign. Beautiful lady.,@BarackObama
Mar 2,Pass me the popcorn,@CuriousinNC,This is so inspiring! I’m definitely feeling fired up! Let’s goooo!,@BarackObama
Mar 2,Silent_Treatment_83,@JayRushDaGreat,The Coolest President Ever and Forever My President,@BarackObama
Mar 2,Football is life,@UnknwnAspirant,,@BarackObama
Mar 2,DOGeSTYLE,@Naps28478967,Gratitude is everything,@BarackObama
Mar 2,Wen in California,@cityofangelsdem,I miss this time so much.,@BarackObama
Mar 2,dp,@iamdipu21,God bless you Sir ,@BarackObama
Mar 2,La-Forest Grant,@LaForestGrant1,"That’s what I miss. Kindness. Meanwhile, during that era, there were many people who, simply put, hated kindness like a vampire hates sun. Much of the ugliest of humanity continues to ooze out into the world like a lanced hate-filled boil.",@BarackObama
Mar 2,dp,@iamdipu21,God bless you Sir ,@BarackObama
Mar 2,La-Forest Grant,@LaForestGrant1,"That’s what I miss. Kindness. Meanwhile, during that era, there were many people who, simply put, hated kindness like a vampire hates sun. Much of the ugliest of humanity continues to ooze out into the world like a lanced hate-filled boil.",@BarackObama
Mar 2,Mayita893,@mayita893_,This is so pure,@BarackObama
Mar 2,Dianne Flack,@flack_dianne,This is fantastic listen !!! Such beautiful kindness and patriotism. We all need to be FIRED UP!!! READY TO GO!!!  Vote Blue!!!,@BarackObama
Mar 2,Robo333,@Rb33399,You are both so inspirational!,@BarackObama
Mar 2,Magomed,@cuncaev,,@BarackObama
Mar 2,Bart Santorelli,@97867564z,Thx for the post - great morning chant !,@BarackObama
Mar 2,yesvanth kumar.H,@yesvanthkumarH,,@BarackObama
Mar 2,Asho Faruq,@leader_ashore,"Fired up! Ready to go! To me, it was the soul and spirit of the campaign. I wish Edith Childs a great retirement.",@BarackObama
Mar 2,Ann BlackBird,@AnnBlackBird1,I miss him so much. Best president we’ve ever had ,@BarackObama
Mar 2,Linne Stout,@CASA4kids,I miss those days. So much hope and inspiration. We were fired up and ready to go…..then we got trumped and depressed,@BarackObama
Mar 2,John Bosco,@JohnBos37463836,"While the 
@UPDFspokespersn
 openly meddle in partisan politics in support of dictator 
@KagutaMuseveni
 @NRMOnline
 and contrary to the Constitution and the Army Act, he is yet to response to our question why 
@updf_
 is committing atrocities in #DRC and there is media blackout. 
@UN",@BarackObama
Mar 2,joannabdenour,@joannabdenour,In the words of Tina Turner...You're simply the best!,@BarackObama
Mar 2,MommyRox,@80s_Headbanger,LOVE her outfit! Rockin’ it!!!,@BarackObama
Mar 2,Equal 4,@hockeyfanaticc,"We Love  You All Edith, You are a Beautiful Soul, Your Country Loves  You.  USA  
    Sending Much Love 
@BarackObama
 to you and Your very beautiful family.  
    We Salute Sir. 
  USA  ",@BarackObama
Mar 2,Ja Jones,@43jajones,"It only takes one! Thankful for Mrs.
 Edith",@BarackObama
Mar 2,plainviewsue,@plainviewsue,Brought me to tears. What a wonderful woman,@BarackObama
Mar 2,Angel Lusso-Harris,@LussoAngel,This was the first thing I saw on Twitter this morning. It has made my heart so full and happy    #FiredUp #ReadyToGo,@BarackObama
Mar 2,Adventurer,@lordgeorge1923,You never lose it..,@BarackObama
Mar 2,Michael W Lovegrove,@MwlDrlovegrove,,@BarackObama
Mar 2,D_allens_take,@jctopanga,One of the all time BEST campaign stories. Thanks for this follow up post. Such a joy.,@BarackObama
Mar 2,Anton Makarov ZOV,@AntonMa23639095,5455 96877353 644437,@BarackObama
Mar 2,LT From The Internet,@lt_internet,I needed this today,@BarackObama
Mar 2,Polly Moore,@PollyAMoore,"There are very, very... VERY... lol... few people or things in politics today that can still inspire me and still make me smile. YOU are one of the very few, 
@BarackObama
. THANK YOU for still being out there, still serving, still believing. I love you for it!! ",@BarackObama
Mar 2,Linda Kyambadde,@globalcitizenln,"Here's hoping Ms. Edith Childs is invited to talk to young leaders who come to network at the Obama Foundation.

Ms. Childs' invitation to the future opening of the Obama Presidential Center should be already written up. 

Thank you very much Ms. Childs for rs of public service.",@BarackObama
Mar 2,Enemy Of The Bait,@1984_Poetry,The fired up ready to go man in my hood was Mr. Marvin. ,@BarackObama
Mar 2,Renee’,@renee_ike640,I miss you and most definitely hearing that voice..Thank you for sharing Mr President…Much love and respect to you always,@BarackObama
Mar 2,Sandi Taylor,@4AllofUS,"This story warms my heart. We need to elevate these stories of hope & determination to help drown out the right wing vileness consuming the narratives. Thank you, President Obama and Edith Child’s. ",@BarackObama
Mar 2,TASPatriot,@TASPatriot,[empty],@BarackObama
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,[empty],
Mar 2,Brendan O’Keefe,@BTO353,[empty],@BarackObama
Mar 2,Peter J. Yianilos,@artysan,Genuinely inspiring.  Those beautiful crowds will be the cure from Republican tyranny.  Never forget that.  Be that crowd.,@BarackObama
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,," buy royal moto to work. An d take care of my family, am jobless an d I need help. My 4 year  old so  need to be taken care  of. The economy is not easy. My number 0553463519.... pls some any help will do....",
Mar 2,hakan güner,@hakangunery_,,@BarackObama
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Mar 2,Just A_Mom,@JustAMo33131528,We were all fooled,@BarackObama
Mar 2,Sakinah A. Samad,@SakinahASamad1,Nice. Ms. Childs is an inspiration ,@BarackObama
Mar 2,スタローン＠なんでんかんでん社長,@NoMoneynoTora,よっナイスステップ,@BarackObama
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Mar 2,deborah jean allen,@deborahjeanall1,"I like this fire up ready to go, can’t stop want stop",@BarackObama
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,Loved this story while reading your book.,
Mar 2,Nicki H,@MrsNickiHoerner,,@BarackObama
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Mar 2,Chris,@Bornforbattle74,Fire this up,@BarackObama
Mar 2,R. ShantzRobinson,@RonnieElectron,"I have anodd voice story. While practicing vocals at under the 210 freeway/Fruit Blvd in LaVerne, CA, I tore my right larynx. Couldn't even whisper for a month. I believe about that time, correct the validity, the mayor of Claremont, Karen Rosenthal, lost her voice to cancer.",@BarackObama
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,OMG...I wish I could hug that woman! She is one I would love to have on my side!,
4m,Julie,@lisaisme85,"I can't look at you. 

MY LOVE",@BarackObama
Feb 28,Jason Kishineff,@kishineff,"Many Democrat voters never read 
@HillaryClinton
's emails because it hurt their feelings to hear that she cheated in the 2016 primary. Her media collusion deprived Sanders of a voice for months and featured Trump. You can still go to Wikileaks to read them.",@BarackObama
Mar 1,Jason Kishineff,@kishineff,"Here is why the East Palestine disaster falls at the feet of 
@BarackObama
.",@BarackObama
Mar 2,Vaibhav Mathur,@Vaibhavsikar,"हम तेरे बिन अब रह नहीं सकते
#Social_media_anthem
#love #instagood # #socialmedia #addiction #funnyreels #funny #memes #viralreels #viral #trendingsongs #trendingnow",@BarackObama
Mar 2,Vaibhav Mathur,@Vaibhavsikar,"हम तेरे बिन अब रह नहीं सकते
#Social_media_anthem
#love #instagood # #socialmedia #addiction #funnyreels #funny #memes #viralreels #viral #trendingsongs #trendingnow",@BarackObama
Feb 28,Andrew Mercnik,@andrew_pureon,"@BarackObama
 or 
@JoeBiden
?",@BarackObama
Feb 28,Brett : FreeJulianAssange,@Jaccuse1,,@andrew_pureon
Feb 28,Ed Krassenstein,@EdKrassen,"While Republicans are calling for red states and blue state to break apart, Democrats are calling for unity in America.  That's the difference.  Democrats want to bring us together, while Republicans do everything they can to follow Putin's desires of destroying us from the… Show more",@BarackObama
Feb 28,Michael Kozlowski,@mikozlowski,One person —,@BarackObama
Feb 28,SeanFortin,@RealSean410,Fun fact: 0.0028% of people that saw this tweet clicked like  Do the math yourself!,@BarackObama
Feb 28,Brett : FreeJulianAssange,@Jaccuse1,Look it's Barry 0bomber,@BarackObama
Feb 28,SeanFortin,@RealSean410,Fun fact: 0.0028% of people that saw this tweet clicked like  Do the math yourself!,@BarackObama
Feb 28,Brett : FreeJulianAssange,@Jaccuse1,Look it's Barry 0bomber,@BarackObama
Feb 28,Miguel A. Giraldo,@mgiraldo76,Cancer does the same.,@BarackObama
Feb 28,Blair Herd,@peel1965,How much will you profit from this?  Everyone knows you are only interested in self enrichment and maintaining poverty and inequality.,@BarackObama
Feb 28,Squirreltology,@squirreltology,"Ready to embrace your inner squirrel? Squirreltology is the closest way to become one! 

Squirrel up your closet! Get your squirrel shirt on amazon! 
#squirrel #squirreltology #shirt 
: https://linktr.ee/squirreltology",@BarackObama
Feb 28,JangledKeys,@JangledK,"You can pinpoint the exact moment when race relations in America went down the tubes

The start of Obama’s 2nd term in 2013

The worst part is that it was all intentional - divide and conquer",@BarackObama
Mar 1,Luigi Donatello Asero,@LuigiDAsero,"Hi! Thank you for tweeting and speaking out!  I remember when Patrizia and her daughter were here together with, for example, myself, and my father: he invited me to display some of your e-mails and/or your wife's which you had sent me ( to be continued )",@BarackObama
Mar 1,Jordan,@JordanReed100,"Hi former President Obama. What an honor it is to speak with you firstly, but could you please not mention anything regarding the worst state in North America? I hold you to the highest regard and I want nothing involving that southern mess on your premium radar. Again, an honor.",@BarackObama
13h,Skippyy,@DerbyScott40215,"Charities are a fantastic way to launder money and sell access legally.  Sure you can do some good work, but let's face it, it's easier to work when you pay your family millions a year in ""donations"" to run the charity and you control more money than you could possibly make on… Show more",@BarackObama
Feb 28,SmileAlways,@_6guns,,@BarackObama
Feb 28,,@politicalplayer,"That tender moment when Melania Trump smells the distinct odor of her beloved husband having crapped himself, yet again.",@BarackObama
Mar 1,Luigi Donatello Asero,@LuigiDAsero,"Hi! Thank you for tweeting and speaking out!  I remember when Patrizia and her daughter were here together with, for example, myself, and my father: he invited me to display some of your e-mails and/or your wife's which you had sent me ( to be continued )",@BarackObama
Mar 1,Jordan,@JordanReed100,"Hi former President Obama. What an honor it is to speak with you firstly, but could you please not mention anything regarding the worst state in North America? I hold you to the highest regard and I want nothing involving that southern mess on your premium radar. Again, an honor.",@BarackObama
13h,Skippyy,@DerbyScott40215,"Charities are a fantastic way to launder money and sell access legally.  Sure you can do some good work, but let's face it, it's easier to work when you pay your family millions a year in ""donations"" to run the charity and you control more money than you could possibly make on… Show more",@BarackObama
Feb 28,SmileAlways,@_6guns,,@BarackObama
